Show_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score,User_status,Engagement_Level,Completion_group,Viwer_Type
U100909,50,Female,South Africa,Africa,Standard,13.99,2024-04-14,2026-02-07,Card,No,Active,Comedy Title 1533,Series,Comedy,Portuguese,2020,Mobile,108,3,100,2024-07-01,Afternoon,5,Yes,Ads,44,335,0.33,At Risk,low,High Completion,Heavy viewer
U100910,21,Female,South Africa,Africa,Basic,8.99,2023-06-04,2024-10-21,Wallet,No,Cancelled,Sci-Fi Title 1888,Movie,Sci-Fi,Portuguese,2019,Mobile,75,2,100,2023-12-25,Afternoon,5,Yes,Search,0,152,0.91,Active,low,High Completion,Casual viewer
U100911,40,Female,Germany,Europe,Basic,8.99,2023-02-03,2026-02-07,Card,No,Active,Animation Title 737,Movie,Animation,Hindi,2012,Tablet,63,2,100,2023-05-29,Evening,3,No,Ads,30,197,0.89,Active,low,High Completion,Casual viewer
U100912,50,Male,Brazil,South America,Premium,17.99,2023-12-09,2024-02-27,Bank Transfer,Yes,Cancelled,Animation Title 185,Series,Animation,Portuguese,2014,TV,91,3,75,2024-07-11,Afternoon,4,Yes,Ads,41,404,0.88,At Risk,low,Medium,Heavy viewer
U100913,30,Female,South Africa,Africa,Standard,13.99,2022-06-15,2022-09-15,Card,Yes,Cancelled,Romance Title 784,Series,Romance,German,2020,TV,69,2,76,2023-02-11,Night,4,Yes,Friend,46,259,0.73,At Risk,low,Medium,Heavy viewer
U100914,30,Male,USA,North America,Standard,13.99,2023-04-10,2026-02-07,Wallet,No,Active,Drama Title 2514,Movie,Drama,Yoruba,2016,Mobile,66,2,73,2023-11-01,Morning,4,Yes,Search,31,264,0.64,At Risk,low,Medium,Heavy viewer
U100915,40,Female,Japan,Asia,Basic,8.99,2022-05-16,2026-02-07,Bank Transfer,No,Active,Drama Title 508,Movie,Drama,German,2023,Laptop,48,1,80,2023-02-08,Afternoon,5,Yes,Algorithm,39,235,0.64,At Risk,low,High Completion,Casual viewer
U100916,30,Male,UK,Europe,Basic,8.99,2023-08-17,2026-02-07,Card,No,Active,Documentary Title 2314,Series,Documentary,Hindi,2007,Laptop,37,1,61,2023-12-19,Evening,3,No,Friend,50,156,0.58,At Risk,low,Medium,Casual viewer
U100917,40,Male,Canada,North America,Basic,8.99,2022-06-16,2026-02-07,Card,Yes,Active,Animation Title 2527,Series,Animation,Japanese,2001,Mobile,43,1,71,2022-11-22,Night,5,Yes,Ads,12,187,0.55,Active,low,Medium,Casual viewer
U100918,40,Male,Brazil,South America,Standard,13.99,2024-05-20,2026-02-07,Wallet,No,Active,Romance Title 2905,Series,Romance,Hindi,2017,TV,65,2,72,2025-01-02,Evening,4,Yes,Algorithm,8,242,0.24,Active,low,Medium,Casual viewer
U100919,17,Female,Nigeria,Africa,Basic,8.99,2022-01-09,2026-02-07,Bank Transfer,Yes,Active,Drama Title 2200,Series,Drama,Portuguese,2007,Mobile,56,1,93,2022-01-20,Evening,2,No,Trending,6,215,0.9,Active,low,High Completion,Casual viewer
U100920,60,Male,Brazil,South America,Standard,13.99,2022-08-29,2026-02-07,Wallet,No,Active,Action Title 2624,Movie,Action,French,2003,TV,61,2,67,2023-03-30,Night,2,No,Algorithm,9,233,0.87,Active,low,Medium,Casual viewer
U100921,21,Male,Germany,Europe,Standard,13.99,2024-03-19,2026-02-07,Bank Transfer,Yes,Active,Animation Title 826,Series,Animation,English,2018,Laptop,110,3,100,2024-08-31,Evening,3,No,Trending,24,254,0.45,Active,low,High Completion,Heavy viewer
U100922,40,Male,Brazil,South America,Premium,17.99,2022-06-04,2026-02-07,Wallet,No,Active,Animation Title 2107,Movie,Animation,Hindi,2006,TV,128,4,100,2022-12-12,Morning,4,Yes,Algorithm,11,413,0.64,Active,low,High Completion,Heavy viewer
U100923,60,Female,UK,Europe,Basic,8.99,2023-06-15,2026-02-07,Bank Transfer,No,Active,Drama Title 2863,Series,Drama,Hindi,2008,Tablet,61,2,100,2024-02-26,Morning,3,No,Ads,34,152,0.36,At Risk,low,High Completion,Casual viewer
U100924,40,Female,France,Europe,Premium,17.99,2024-03-25,2026-02-07,Card,No,Active,Documentary Title 829,Movie,Documentary,English,2022,TV,95,3,79,2024-08-29,Night,3,No,Trending,36,339,0.31,At Risk,low,Medium,Heavy viewer
U100925,60,Male,UK,Europe,Premium,17.99,2022-02-07,2026-02-07,Bank Transfer,No,Active,Documentary Title 1772,Series,Documentary,English,2012,TV,120,4,100,2022-05-04,Night,4,Yes,Trending,20,388,0.81,Active,low,High Completion,Heavy viewer
U100926,60,Male,Nigeria,Africa,Standard,13.99,2024-05-09,2026-02-07,Wallet,No,Active,Sci-Fi Title 2202,Series,Sci-Fi,Hindi,2016,Mobile,78,2,86,2024-10-01,Night,5,Yes,Search,43,258,0.98,At Risk,low,High Completion,Heavy viewer
U100927,60,Female,India,Asia,Basic,8.99,2022-06-11,2026-02-07,Wallet,No,Active,Thriller Title 2469,Movie,Thriller,German,2015,TV,44,1,73,2023-01-16,Morning,4,Yes,Search,4,255,0.9,Active,low,Medium,Heavy viewer
U100928,17,Female,UK,Europe,Basic,8.99,2024-01-04,2026-02-07,Card,No,Active,Romance Title 462,Movie,Romance,Portuguese,2010,TV,50,1,83,2024-01-28,Afternoon,5,Yes,Trending,44,152,0.43,At Risk,low,High Completion,Casual viewer
U100929,40,Female,Brazil,South America,Basic,8.99,2023-09-09,2024-02-19,Card,Yes,Cancelled,Documentary Title 1338,Series,Documentary,French,2008,Tablet,66,2,100,2023-11-22,Morning,5,Yes,Search,15,249,0.57,Active,low,High Completion,Casual viewer
U100930,50,Female,France,Europe,Basic,8.99,2022-07-30,2026-02-07,Card,No,Active,Documentary Title 279,Series,Documentary,Hindi,2000,Tablet,91,3,100,2022-09-06,Evening,3,No,Trending,27,170,0.97,Active,low,High Completion,Casual viewer
U100931,50,Male,USA,North America,Standard,13.99,2024-02-01,2026-02-07,Bank Transfer,No,Active,Action Title 2525,Series,Action,Portuguese,2021,TV,102,3,100,2024-04-17,Morning,4,Yes,Friend,0,336,0.41,Active,low,High Completion,Heavy viewer
U100932,60,Female,France,Europe,Premium,17.99,2022-04-14,2026-02-07,Wallet,No,Active,Romance Title 1366,Movie,Romance,Portuguese,2001,TV,99,3,82,2022-07-12,Night,5,Yes,Friend,23,429,0.53,Active,low,High Completion,Heavy viewer
U100933,60,Female,South Africa,Africa,Basic,8.99,2023-02-06,2026-02-07,Card,No,Active,Thriller Title 1888,Series,Thriller,Japanese,2015,TV,61,2,100,2023-08-04,Evening,2,No,Algorithm,9,179,0.6,Active,low,High Completion,Casual viewer
U100934,40,Female,Canada,North America,Basic,8.99,2024-05-07,2026-02-07,Card,No,Active,Animation Title 2887,Series,Animation,Hindi,2016,Laptop,72,2,100,2024-08-05,Morning,3,No,Trending,17,230,0.49,Active,low,High Completion,Casual viewer
U100935,21,Male,Brazil,South America,Premium,17.99,2023-11-21,2026-02-07,Bank Transfer,No,Active,Animation Title 2586,Movie,Animation,Japanese,2023,TV,129,4,100,2024-05-25,Evening,3,No,Algorithm,57,322,0.88,At Risk,low,High Completion,Heavy viewer
U100936,50,Male,Brazil,South America,Basic,8.99,2022-12-08,2026-02-07,Bank Transfer,Yes,Active,Romance Title 1011,Movie,Romance,French,2005,TV,64,2,100,2023-06-24,Morning,5,Yes,Trending,48,179,0.53,At Risk,low,High Completion,Casual viewer
U100937,30,Male,India,Asia,Basic,8.99,2022-12-28,2026-02-07,Card,No,Active,Drama Title 2894,Series,Drama,Yoruba,2023,Laptop,58,1,96,2023-04-20,Night,4,Yes,Ads,20,196,0.27,Active,low,High Completion,Casual viewer
U100938,30,Male,USA,North America,Standard,13.99,2023-03-07,2023-11-07,Bank Transfer,No,Cancelled,Drama Title 2304,Series,Drama,Japanese,2007,Tablet,121,4,100,2023-10-23,Night,2,No,Friend,24,300,0.26,Active,low,High Completion,Heavy viewer
U100939,60,Male,Germany,Europe,Standard,13.99,2023-05-10,2026-02-07,Bank Transfer,No,Active,Thriller Title 392,Series,Thriller,German,2005,Tablet,89,2,98,2023-11-30,Afternoon,3,No,Algorithm,31,267,0.46,At Risk,low,High Completion,Heavy viewer
U100940,30,Female,USA,North America,Standard,13.99,2023-10-10,2024-12-13,Wallet,No,Cancelled,Drama Title 1155,Movie,Drama,Portuguese,2007,Mobile,103,3,100,2023-12-13,Morning,5,Yes,Friend,30,289,0.94,Active,low,High Completion,Heavy viewer
U100941,30,Female,Brazil,South America,Standard,13.99,2023-01-31,2024-05-09,Card,No,Cancelled,Romance Title 1545,Series,Romance,English,2014,TV,85,2,94,2023-11-24,Evening,5,Yes,Ads,11,256,0.49,Active,low,High Completion,Heavy viewer
U100942,17,Female,UK,Europe,Basic,8.99,2024-02-23,2026-02-07,Bank Transfer,No,Active,Documentary Title 1959,Series,Documentary,Japanese,2016,TV,76,2,100,2024-06-14,Evening,5,Yes,Ads,59,177,0.93,At Risk,low,High Completion,Casual viewer
U100943,17,Male,India,Asia,Standard,13.99,2023-05-04,2026-02-07,Card,Yes,Active,Animation Title 2581,Movie,Animation,French,2001,Mobile,118,3,100,2023-07-31,Evening,2,No,Ads,14,298,0.44,Active,low,High Completion,Heavy viewer
U100944,30,Female,USA,North America,Premium,17.99,2022-05-26,2026-02-07,Card,Yes,Active,Comedy Title 2280,Movie,Comedy,Japanese,2012,Laptop,117,3,97,2023-02-26,Evening,2,No,Friend,38,439,0.71,At Risk,low,High Completion,Heavy viewer
U100945,30,Male,Japan,Asia,Premium,17.99,2023-11-22,2026-02-07,Wallet,Yes,Active,Romance Title 712,Movie,Romance,Yoruba,2012,Mobile,121,4,100,2024-06-19,Morning,2,No,Ads,37,315,0.62,At Risk,low,High Completion,Heavy viewer
U100946,40,Male,Japan,Asia,Standard,13.99,2023-08-28,2026-02-07,Wallet,No,Active,Documentary Title 2365,Movie,Documentary,Japanese,2018,Mobile,83,2,92,2023-11-15,Evening,4,Yes,Algorithm,59,263,0.95,At Risk,low,High Completion,Heavy viewer
U100947,30,Female,France,Europe,Standard,13.99,2023-09-29,2026-02-07,Bank Transfer,No,Active,Documentary Title 1361,Series,Documentary,Japanese,2001,Laptop,78,2,86,2024-07-05,Night,3,No,Algorithm,32,318,0.38,At Risk,low,High Completion,Heavy viewer
U100948,50,Female,Germany,Europe,Standard,13.99,2023-01-29,2026-02-07,Bank Transfer,No,Active,Animation Title 1743,Series,Animation,Portuguese,2021,Tablet,85,2,94,2023-04-10,Night,3,No,Algorithm,56,318,0.6,At Risk,low,High Completion,Heavy viewer
U100949,17,Female,India,Asia,Standard,13.99,2023-05-01,2026-02-07,Bank Transfer,Yes,Active,Romance Title 870,Series,Romance,Japanese,2005,Mobile,89,2,98,2023-09-18,Morning,2,No,Search,52,237,0.48,At Risk,low,High Completion,Casual viewer
U100950,17,Female,USA,North America,Standard,13.99,2022-08-28,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 280,Movie,Sci-Fi,Hindi,2011,Laptop,111,3,100,2022-12-20,Evening,2,No,Ads,26,234,0.91,Active,low,High Completion,Casual viewer
U100951,30,Male,UK,Europe,Standard,13.99,2022-01-11,2026-02-07,Card,Yes,Active,Documentary Title 1812,Series,Documentary,Hindi,2017,Laptop,100,3,100,2022-10-24,Afternoon,3,No,Ads,52,225,0.85,At Risk,low,High Completion,Casual viewer
U100952,40,Male,UK,Europe,Standard,13.99,2022-08-25,2026-02-07,Bank Transfer,No,Active,Animation Title 2365,Series,Animation,Yoruba,2018,TV,98,3,100,2022-09-15,Morning,2,No,Algorithm,37,349,0.63,At Risk,low,High Completion,Heavy viewer
U100953,17,Male,Canada,North America,Premium,17.99,2022-05-01,2026-02-07,Card,Yes,Active,Sci-Fi Title 2349,Series,Sci-Fi,Yoruba,2002,Laptop,113,3,94,2022-06-21,Night,4,Yes,Algorithm,43,396,0.89,At Risk,low,High Completion,Heavy viewer
U100954,60,Female,Brazil,South America,Basic,8.99,2022-10-23,2026-02-07,Bank Transfer,No,Active,Comedy Title 2235,Movie,Comedy,Yoruba,2008,Mobile,67,2,100,2023-07-31,Evening,4,Yes,Friend,48,188,0.75,At Risk,low,High Completion,Casual viewer
U100955,17,Female,Nigeria,Africa,Standard,13.99,2022-01-15,2026-02-07,Card,No,Active,Sci-Fi Title 330,Movie,Sci-Fi,French,2014,Mobile,86,2,95,2022-09-16,Afternoon,5,Yes,Search,10,291,0.84,Active,low,High Completion,Heavy viewer
U100956,17,Male,France,Europe,Premium,17.99,2022-08-22,2026-02-07,Wallet,No,Active,Comedy Title 2882,Movie,Comedy,Hindi,2019,Mobile,132,4,100,2023-06-17,Afternoon,2,No,Algorithm,59,399,0.44,At Risk,low,High Completion,Heavy viewer
U100957,50,Male,UK,Europe,Basic,8.99,2022-10-29,2026-02-07,Bank Transfer,No,Active,Animation Title 2215,Movie,Animation,French,2001,TV,56,1,93,2023-01-12,Afternoon,3,No,Search,60,111,0.64,At Risk,low,High Completion,Casual viewer
U100958,21,Male,Japan,Asia,Premium,17.99,2023-03-13,2023-08-24,Card,Yes,Cancelled,Thriller Title 194,Series,Thriller,Japanese,2002,Mobile,106,3,88,2023-06-02,Morning,1,No,Friend,0,380,0.44,Active,low,High Completion,Heavy viewer
U100959,50,Female,France,Europe,Basic,8.99,2022-06-11,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 699,Series,Sci-Fi,English,2023,Mobile,33,1,55,2023-01-06,Night,1,No,Search,40,181,0.74,At Risk,low,Medium,Casual viewer
U100960,30,Female,UK,Europe,Premium,17.99,2022-10-13,2026-02-07,Card,No,Active,Animation Title 155,Movie,Animation,German,2008,TV,123,4,100,2022-11-28,Afternoon,2,No,Algorithm,20,392,0.64,Active,low,High Completion,Heavy viewer
U100961,21,Male,UK,Europe,Standard,13.99,2022-10-31,2026-02-07,Wallet,No,Active,Animation Title 1450,Series,Animation,English,2017,TV,90,3,100,2023-08-26,Evening,3,No,Algorithm,37,316,0.86,At Risk,low,High Completion,Heavy viewer
U100962,40,Female,Germany,Europe,Premium,17.99,2022-04-23,2026-02-07,Bank Transfer,No,Active,Comedy Title 1010,Movie,Comedy,French,2006,TV,135,4,100,2022-10-11,Morning,3,No,Search,7,327,0.28,Active,low,High Completion,Heavy viewer
U100963,17,Female,Nigeria,Africa,Basic,8.99,2023-02-24,2026-02-07,Wallet,No,Active,Sci-Fi Title 1041,Movie,Sci-Fi,Hindi,2022,Tablet,68,2,100,2023-07-30,Night,3,No,Search,5,227,0.45,Active,low,High Completion,Casual viewer
U100964,21,Female,USA,North America,Standard,13.99,2022-07-01,2026-02-07,Card,Yes,Active,Documentary Title 2961,Movie,Documentary,Japanese,2014,Tablet,79,2,87,2022-09-09,Evening,2,No,Algorithm,34,284,0.47,At Risk,low,High Completion,Heavy viewer
U100965,17,Male,Nigeria,Africa,Standard,13.99,2023-01-27,2026-02-07,Bank Transfer,No,Active,Romance Title 1504,Series,Romance,English,2001,Laptop,102,3,100,2023-08-22,Evening,4,Yes,Search,57,305,0.49,At Risk,low,High Completion,Heavy viewer
U100966,17,Female,UK,Europe,Standard,13.99,2022-10-14,2026-02-07,Wallet,No,Active,Drama Title 311,Movie,Drama,Portuguese,2019,Tablet,84,2,93,2022-11-09,Morning,4,Yes,Search,16,303,0.84,Active,low,High Completion,Heavy viewer
U100967,17,Male,Canada,North America,Premium,17.99,2023-05-12,2026-02-07,Card,Yes,Active,Comedy Title 598,Movie,Comedy,German,2002,Mobile,97,3,80,2023-10-26,Night,4,Yes,Algorithm,42,268,0.23,At Risk,low,High Completion,Heavy viewer
U100968,40,Female,South Africa,Africa,Basic,8.99,2022-07-08,2026-02-07,Card,No,Active,Sci-Fi Title 2753,Series,Sci-Fi,Hindi,2013,TV,68,2,100,2023-04-30,Afternoon,3,No,Friend,9,183,0.79,Active,low,High Completion,Casual viewer
U100969,60,Female,India,Asia,Standard,13.99,2024-01-23,2024-06-27,Bank Transfer,No,Cancelled,Drama Title 1221,Series,Drama,Yoruba,2008,Mobile,67,2,74,2024-01-23,Afternoon,2,No,Friend,2,301,0.33,Active,low,Medium,Heavy viewer
U100970,17,Female,France,Europe,Standard,13.99,2024-01-22,2026-02-07,Wallet,Yes,Active,Drama Title 179,Series,Drama,French,2023,Laptop,87,2,96,2024-06-29,Evening,2,No,Trending,32,279,0.52,At Risk,low,High Completion,Heavy viewer
U100971,17,Male,Brazil,South America,Basic,8.99,2022-07-11,2026-02-07,Bank Transfer,No,Active,Drama Title 1954,Series,Drama,Yoruba,2005,Mobile,86,2,100,2023-03-25,Morning,4,Yes,Algorithm,11,176,0.28,Active,low,High Completion,Casual viewer
U100972,60,Female,India,Asia,Premium,17.99,2023-06-09,2025-01-21,Card,Yes,Cancelled,Animation Title 1946,Series,Animation,German,2003,Mobile,115,3,95,2023-11-25,Afternoon,5,Yes,Friend,24,441,0.82,Active,low,High Completion,Heavy viewer
U100973,50,Male,Brazil,South America,Basic,8.99,2024-05-18,2026-02-07,Wallet,Yes,Active,Comedy Title 1884,Movie,Comedy,English,2011,TV,46,1,76,2025-01-24,Morning,1,No,Trending,54,164,0.29,At Risk,low,Medium,Casual viewer
U100974,50,Male,South Africa,Africa,Basic,8.99,2023-05-26,2026-02-07,Bank Transfer,No,Active,Comedy Title 1340,Series,Comedy,English,2003,Mobile,80,2,100,2023-08-19,Morning,5,Yes,Ads,34,257,0.67,At Risk,low,High Completion,Heavy viewer
U100975,30,Female,South Africa,Africa,Premium,17.99,2022-10-16,2026-02-07,Bank Transfer,No,Active,Romance Title 1243,Series,Romance,Yoruba,2012,Mobile,120,4,100,2023-02-11,Morning,5,Yes,Friend,37,298,0.91,At Risk,low,High Completion,Heavy viewer
U100976,21,Male,Japan,Asia,Standard,13.99,2023-04-06,2026-02-07,Bank Transfer,No,Active,Romance Title 329,Movie,Romance,Yoruba,2003,Mobile,87,2,96,2023-09-04,Evening,3,No,Algorithm,60,320,0.79,At Risk,low,High Completion,Heavy viewer
U100977,30,Female,Canada,North America,Basic,8.99,2023-08-01,2026-02-07,Card,Yes,Active,Drama Title 2197,Series,Drama,English,2004,Mobile,45,1,75,2023-09-24,Evening,3,No,Search,17,199,0.53,Active,low,Medium,Casual viewer
U100978,40,Male,South Africa,Africa,Basic,8.99,2022-06-14,2023-01-08,Wallet,No,Cancelled,Drama Title 46,Movie,Drama,French,2001,Laptop,37,1,61,2023-04-02,Evening,2,No,Friend,30,178,0.47,Active,low,Medium,Casual viewer
U100979,30,Female,Germany,Europe,Basic,8.99,2023-10-29,2026-02-07,Wallet,Yes,Active,Action Title 799,Series,Action,German,2015,Mobile,24,1,40,2023-11-20,Night,3,No,Friend,3,165,0.82,Active,low,Low,Casual viewer
U100980,17,Female,Japan,Asia,Premium,17.99,2022-10-05,2026-02-07,Wallet,Yes,Active,Romance Title 1545,Series,Romance,Hindi,2016,TV,125,4,100,2023-06-12,Evening,3,No,Ads,9,376,0.95,Active,low,High Completion,Heavy viewer
U100981,40,Female,USA,North America,Standard,13.99,2024-03-13,2026-02-07,Bank Transfer,No,Active,Documentary Title 2401,Movie,Documentary,Hindi,2010,TV,102,3,100,2024-05-15,Night,3,No,Search,40,327,0.46,At Risk,low,High Completion,Heavy viewer
U100982,40,Male,USA,North America,Standard,13.99,2023-06-10,2023-07-11,Wallet,Yes,Cancelled,Thriller Title 1326,Movie,Thriller,Japanese,2002,Mobile,80,2,88,2023-09-30,Morning,4,Yes,Trending,9,220,0.36,Active,low,High Completion,Casual viewer
U100983,40,Male,Canada,North America,Premium,17.99,2022-09-20,2026-02-07,Bank Transfer,No,Active,Comedy Title 800,Movie,Comedy,English,2015,TV,134,4,100,2023-06-28,Evening,1,No,Algorithm,20,360,0.31,Active,low,High Completion,Heavy viewer
U100984,30,Male,Nigeria,Africa,Basic,8.99,2023-11-14,2026-02-07,Wallet,No,Active,Sci-Fi Title 2964,Series,Sci-Fi,French,2016,TV,50,1,83,2024-08-28,Evening,3,No,Algorithm,56,160,0.38,At Risk,low,High Completion,Casual viewer
U100985,30,Male,France,Europe,Standard,13.99,2022-09-10,2026-02-07,Bank Transfer,No,Active,Thriller Title 2894,Movie,Thriller,French,2005,Laptop,80,2,88,2022-10-25,Afternoon,4,Yes,Search,3,321,0.4,Active,low,High Completion,Heavy viewer
U100986,60,Female,UK,Europe,Basic,8.99,2022-09-21,2026-02-07,Wallet,No,Active,Romance Title 2902,Series,Romance,Portuguese,2022,Mobile,70,2,100,2023-02-11,Afternoon,3,No,Friend,37,170,0.76,At Risk,low,High Completion,Casual viewer
U100987,17,Male,USA,North America,Basic,8.99,2022-10-06,2026-02-07,Bank Transfer,No,Active,Animation Title 78,Series,Animation,Japanese,2004,Tablet,82,2,100,2023-03-14,Evening,4,Yes,Algorithm,54,149,0.46,At Risk,low,High Completion,Casual viewer
U100988,30,Female,Nigeria,Africa,Standard,13.99,2022-04-23,2026-02-07,Card,No,Active,Animation Title 180,Series,Animation,English,2001,TV,63,2,70,2022-12-22,Morning,2,No,Algorithm,39,235,0.87,At Risk,low,Medium,Casual viewer
U100989,30,Male,Germany,Europe,Premium,17.99,2024-03-19,2026-02-07,Wallet,No,Active,Documentary Title 2648,Series,Documentary,Portuguese,2021,TV,97,3,80,2024-06-06,Afternoon,2,No,Search,27,371,0.79,Active,low,High Completion,Heavy viewer
U100990,30,Male,Brazil,South America,Standard,13.99,2024-03-11,2026-02-07,Wallet,No,Active,Action Title 1211,Movie,Action,German,2015,Laptop,81,2,90,2024-12-15,Evening,5,Yes,Friend,3,187,0.64,Active,low,High Completion,Casual viewer
U100991,17,Male,UK,Europe,Basic,8.99,2022-06-23,2023-01-04,Wallet,Yes,Cancelled,Documentary Title 777,Movie,Documentary,German,2021,TV,49,1,81,2022-08-14,Afternoon,2,No,Friend,34,179,0.42,At Risk,low,High Completion,Casual viewer
U100992,17,Male,France,Europe,Basic,8.99,2022-05-09,2026-02-07,Wallet,No,Active,Thriller Title 2369,Series,Thriller,Yoruba,2022,Laptop,50,1,83,2022-07-14,Night,4,Yes,Friend,51,157,0.3,At Risk,low,High Completion,Casual viewer
U100993,60,Female,France,Europe,Basic,8.99,2024-03-25,2026-02-07,Card,No,Active,Documentary Title 1154,Series,Documentary,Yoruba,2000,Laptop,52,1,86,2024-07-28,Night,5,Yes,Ads,46,216,0.21,At Risk,low,High Completion,Casual viewer
U100994,40,Female,South Africa,Africa,Basic,8.99,2023-07-06,2026-02-07,Wallet,Yes,Active,Drama Title 1454,Movie,Drama,French,2015,Laptop,43,1,71,2023-07-24,Morning,4,Yes,Algorithm,24,220,0.45,Active,low,Medium,Casual viewer
U100995,50,Female,Japan,Asia,Basic,8.99,2023-04-07,2024-11-07,Bank Transfer,No,Cancelled,Animation Title 905,Movie,Animation,Yoruba,2019,TV,69,2,100,2024-01-14,Morning,3,No,Friend,48,208,0.42,At Risk,low,High Completion,Casual viewer
U100996,21,Male,UK,Europe,Basic,8.99,2022-02-17,2023-10-09,Wallet,Yes,Cancelled,Thriller Title 2513,Series,Thriller,English,2012,Tablet,68,2,100,2022-06-03,Afternoon,2,No,Algorithm,27,201,0.47,Active,low,High Completion,Casual viewer
U100997,30,Male,USA,North America,Basic,8.99,2022-01-30,2026-02-07,Wallet,No,Active,Sci-Fi Title 2463,Series,Sci-Fi,Hindi,2000,TV,50,1,83,2022-07-09,Night,2,No,Search,52,232,0.51,At Risk,low,High Completion,Casual viewer
U100998,40,Male,Germany,Europe,Standard,13.99,2022-04-24,2023-07-26,Card,No,Cancelled,Drama Title 388,Series,Drama,Yoruba,2000,Mobile,90,3,100,2022-12-31,Afternoon,2,No,Friend,23,256,0.41,Active,low,High Completion,Heavy viewer
